Authorization Status,Country of FD Name,Item Category,Quantity,Item Net Weight,Item Grams,Rate,Invoice Date Only,Invoice Quantity,Invoice Status,Extra Fields Final Destination,Sourcing Type,Order Status,Minimum Order Value,Load Deviation,Transaction_Value
Unknown,Spain,Health Bars,88,8.8,100,7.83,,129,Unknown,Spain,Indian Export,Order Pending,88,0,689.04
Pending,Brazil,Regular Chips,132,83.25,250,2.62,19-06-2024,129,Invoice Generated,Brazil,Indian Export,Order Released,40,92,345.84
Approved,Spain,Regular Chips,152,7.6,50,1.87,14-06-2024,145,Invoice Generated,Spain,Indian Export,Order Pending,80,72,284.24
Approved,China,Health Bars,9,4.5,500,8.73,13-06-2024,15,Invoice Generated,China,Indian Export,Order Released,9,0,78.57
Pending,South Korea,Premium Chocolate,369,85.5,500,16.655,10-06-2024,363,Invoice Generated,South Korea,Indian Export,Order Released,40,329,6145.695
Pending,France,Unknown,150,75,500,6.25,13-06-2024,150,Invoice Generated,France,Indian Export,Order Released,80,70,937.5
Unknown,Spain,Unknown,234,23.4,150,12.88,06-06-2024,231,Invoice Generated,Spain,Indian Export,Order Released,40,194,3013.92
Pending,Maxico,Generic,48,14.4,300,10.37,,129,No Invoice,Maxico,Local/Regional Sourcing,Order Pending,48,0,497.76
Pending,Spain,Popcorn,30,3,100,6.25,18-06-2024,35,Invoice Generated,Spain,Indian Export,Order Released,40,-10,187.5
Unknown,Mexico,Generic,280,28,150,4.71,19-06-2024,288,Invoice Generated,Mexico,Local/Regional Sourcing,Order Released,140,0,1318.8
Pending,Italy,Generic,12,1.8,150,9.75,,129,No Invoice,Italy,Local/Regional Sourcing,Order Pending,20,-8,117
Approved,South Korea,Generic,273,13.65,50,5.74,10-06-2024,278,Invoice Generated,South Korea,Local/Regional Sourcing,Order Released,40,233,1567.02
Pending,Itala,Dried Fruit,132,85.5,300,7.68,,129,No Invoice,Itala,Local/Regional Sourcing,Order Pending,40,92,1013.76
Pending,France,Generic,301,60.2,200,9.38,,129,No Invoice,France,Local/Regional Sourcing,Pending,140,0,2823.38
Pending,USA,Regular Chips,38,0.95,150,3.26,,129,Invoice Pending,USA,Indian Export,Order Pending,20,18,123.88
Pending,France,Regular Chips,74,10,150,4.6,08-06-2024,81,Invoice Generated,France,Indian Export,Order Released,40,34,340.4
Unknown,Chine,Peanuts,126,25.2,200,3.71,15-06-2024,130,Invoice Generated,Chine,Indian Export,Order Released,80,46,467.46
Pending,Japan,Generic,180,13.5,75,6.6,19-06-2024,183,Invoice Generated,Japan,Local/Regional Sourcing,Order Released,40,140,1188
Pending,Mexico,Generic,114,15.4,50,10.19,,129,Unknown,Mexico,Indian Export,Order Pending,20,94,1161.66
Pending,South Korea,Popcorn,144,28.8,200,4.51,19-06-2024,145,Invoice Generated,South Korea,Local/Regional Sourcing,Order Pending,40,104,649.44
Pending,Meaico,Unknown,504,25.2,50,6.25,,129,No Invoice,Meaico,Indian Export,Order Pending,140,0,3150
Pending,Singapore,Popcorn,282,56.4,150,4.38,,129,Invoice Pending,Singapore,Local/Regional Sourcing,Order Pending,140,0,1235.16
Approved,France,Dried Fruit,68,17,250,13.09,08-06-2024,76,Invoice Generated,France,Indian Export,Order Released,20,48,890.12
Under Review,India,Generic,180,18,100,8.46,,129,Invoice Pending,India,Indian Export,Pending,40,140,1522.8
Pending,Singapore,Generic,132,85.5,300,3.13,16-06-2024,-1,Invoice Generated,Singapore,Local/Regional Sourcing,Order Released,40,92,413.16
Under Review,UK,Premium Chocolate,50,1.25,25,12.1,,129,Invoice Pending,UK,Indian Export,Order Released,80,-30,605
Pending,Germany,Brand Chips,540,27,50,8.23,09-06-2024,545,Invoice Generated,Germany,Indian Export,Unknown,80,425,4444.2
Unknown,Germany,Brand Chips,102,5.1,150,6.25,14-06-2024,104,Invoice Generated,Germany,Indian Export,Order Pending,102,0,637.5
Unknown,Australia,Jerky,96,24,250,13.35,,129,No Invoice,Australia,Indian Export,Order Released,80,16,1281.6
Pending,Unknown,Generic,110,22,150,8.12,10-06-2024,119,Invoice Generated,Unknown,Indian Export,Order Released,20,90,893.2
Under Review,USA,Regular Chips,87,43.5,500,6.25,19-06-2024,83,Invoice Generated,USA,Indian Export,Order Pending,40,47,543.75
Unknown,UK,Unknown,90,3.64,25,4.65,,129,No Invoice,UK,Indian Export,Order Pending,40,50,418.5
Pending,USA,Regular Chips,72,10.8,150,4.07,09-06-2024,70,Invoice Generated,USA,Local/Regional Sourcing,Order Released,40,32,293.04
Pending,UK,Regular Chips,350,85.5,300,5.24,20-06-2024,346,Invoice Generated,UK,Indian Export,Order Released,40,310,1834
Pending,Italy,Generic,18,9,500,9.34,,129,Invoice Pending,Italy,Indian Export,Order Released,20,-2,168.12
Pending,Australia,Generic,36,33.02,300,5.12,,129,Invoice Pending,Australia,Indian Export,Order Pending,36,0,184.32
Pending,Italy,Regular Chips,186,46.5,250,5.23,12-06-2024,192,Invoice Generated,Italy,Indian Export,Order Released,80,106,972.78
Under Review,Mexico,Regular Chips,500,12.5,25,6.39,06-06-2024,503,Invoice Generated,Mexico,Local/Regional Sourcing,Order Released,80,420,3195
Pending,Australia,Regular Chips,72,7.2,100,5.29,20-06-2024,67,Invoice Generated,Australia,Indian Export,Order Released,80,-8,380.88
Approved,France,Regular Chips,156,3.9,25,4.06,,129,Invoice Pending,France,Local/Regional Sourcing,Order Released,20,136,633.36
Pending,Japan,Trail Mix,290,14.5,50,13.45,,129,Invoice Pending,Japan,Indian Export,Order Pending,140,0,3900.5
Approved,India,Health Bars,37,9.25,250,8.17,20-06-2024,40,Invoice Generated,India,Indian Export,Order Released,40,-3,302.29
Pending,UK,Generic,6,0.3,50,3.26,,129,No Invoice,UK,Indian Export,Unknown,80,-74,19.56
Pending,Japan,Generic,48,12,250,3,17-06-2024,50,Invoice Generated,Japan,Indian Export,Order Released,40,8,144
Unknown,UK,Premium Chocolate,48,7.2,150,7.84,07-06-2024,58,Invoice Generated,UK,Indian Export,Order Released,20,28,376.32
Unknown,China,Popcorn,60,9,150,3.62,,129,No Invoice,China,Indian Export,Order Pending,20,40,217.2
Pending,Japan,Generic,90,4.5,150,6.66,,129,Invoice Generated,Japan,Indian Export,Order Released,80,10,599.4
Unknown,Mexiao,Generic,48,15.4,50,3.86,,129,Invoice Pending,Mexiao,Indian Export,Order Released,80,-32,185.28
Under Review,Italy,Health Bars,360,27,75,7.81,,129,No Invoice,Italy,Local/Regional Sourcing,Order Released,140,0,2811.6
Pending,USA,Generic,12,2.4,200,2.92,07-06-2024,3,Invoice Generated,USA,Indian Export,Order Released,40,-28,35.04
Pending,South Korea,Dried Fruit,35,3.5,100,7.29,,129,No Invoice,South Korea,Indian Export,Order Released,35,0,255.15
Pending,Singapora,Generic,368,55.2,150,3.65,,129,Invoice Generated,Singapora,Indian Export,Order Pending,80,288,1343.2
Pending,Mexico,Regular Chips,24,15.4,500,4.07,,129,Invoice Pending,Mexico,Indian Export,Order Pending,80,-56,97.68
Pending,China,Generic,144,3.6,25,10.23,,129,Invoice Pending,China,Indian Export,Order Pending,20,124,1473.12
Approved,USA,Regular Chips,168,33.6,200,5.7,,129,No Invoice,USA,Local/Regional Sourcing,Order Pending,20,148,957.6
Pending,Brazil,Regular Nuts,18,0.9,50,16.655,,129,Invoice Pending,Brazil,Local/Regional Sourcing,Order Released,18,0,299.79
Pending,Baazil,Dried Fruit,75,5.63,75,13.88,19-06-2024,76,Invoice Generated,Baazil,Indian Export,Order Released,20,55,1041
Unknown,Singepore,Generic,15,4.5,300,10.44,,129,No Invoice,Singepore,Indian Export,Order Released,80,-65,156.6
Under Review,China,Popcorn,24,6,250,2.16,,129,No Invoice,China,Local/Regional Sourcing,Order Pending,24,0,51.84
Pending,UK,Generic,138,69,500,6.74,,129,No Invoice,UK,Indian Export,Order Pending,20,118,930.12
Unknown,Germany,Generic,25,2.5,100,6.89,20-06-2024,30,Invoice Generated,Germany,Local/Regional Sourcing,Order Released,40,-15,172.25
Unknown,Brazil,Generic,162,4.05,25,10.8,,129,Invoice Pending,Brazil,Local/Regional Sourcing,Order Released,20,142,1749.6
Pending,UK,Brand Chips,296,22.2,75,7.09,19-06-2024,296,Invoice Generated,UK,Local/Regional Sourcing,Order Released,40,256,2098.64
Approved,Germany,Popcorn,480,15.4,512.5,1.45,,129,No Invoice,Germany,Indian Export,Order Pending,40,425,696
Pending,Canada,Generic,27,4.05,150,4.42,,129,No Invoice,Canada,Indian Export,Order Released,27,0,119.34
Pending,UK,Generic,35,7,200,7.24,,129,Invoice Pending,UK,Indian Export,Pending,40,-5,253.4
Pending,Spain,Popcorn,140,7,50,4.27,,129,Unknown,Spain,Indian Export,Order Released,80,60,597.8
Pending,Germany,Unknown,152,30.4,200,16.655,,129,No Invoice,Germany,Local/Regional Sourcing,Order Pending,40,112,2531.56
Unknown,South Korea,Regular Nuts,132,4.2,75,11.78,,129,No Invoice,South Korea,Local/Regional Sourcing,Order Pending,40,92,1554.96
Pending,South Korea,Generic,114,28.5,250,9.62,,129,Invoice Pending,South Korea,Indian Export,Order Released,40,74,1096.68
Pending,Mexico,Regular Chips,352,17.6,50,5.04,,129,No Invoice,Mexico,Indian Export,Order Pending,40,312,1774.08
Under Review,USA,Generic,132,26.4,200,8.4,,129,Invoice Pending,USA,Indian Export,Order Released,132,0,1108.8
Approved,Canada,Generic,123,24.6,200,7.55,18-06-2024,117,Invoice Generated,Canada,Indian Export,Pending,40,83,928.65
Approved,India,Generic,184,55.2,300,4.5,,129,No Invoice,India,Local/Regional Sourcing,Order Pending,140,0,828
Pending,China,Generic,341,25.58,75,6.14,,129,Invoice Pending,China,Indian Export,Approved,140,0,2093.74
Pending,Italy,Regular Chips,322,24.15,75,3.13,16-06-2024,322,Invoice Generated,Italy,Local/Regional Sourcing,Order Released,20,302,1007.86
Approved,Brazil,Generic,492,73.8,150,3.2,,129,Invoice Pending,Brazil,Indian Export,Order Released,80,412,1574.4
Unknown,South Korea,Regular Chips,128,25.6,200,2.77,,129,No Invoice,South Korea,Indian Export,Order Pending,20,108,354.56
Pending,Germeny,Health Bars,22,0.55,25,6.95,11-06-2024,14,Invoice Generated,Germeny,Indian Export,Approved,80,-58,152.9
Under Review,USA,Generic,96,28.8,300,5.49,,129,No Invoice,USA,Indian Export,Order Pending,96,0,527.04
Pending,USA,Generic,368,85.5,500,7.53,,129,Invoice Generated,USA,Indian Export,Order Released,40,328,2771.04
Pending,Spain,Generic,165,4.13,25,9.27,,129,No Invoice,Spain,Indian Export,Order Pending,20,145,1529.55
Approved,South Korea,Generic,300,22.5,75,2.65,11-06-2024,300,Invoice Generated,South Korea,Indian Export,Order Pending,140,0,795
Pending,USA,Generic,541,82,200,13.36,08-06-2024,1090,Invoice Generated,USA,Local/Regional Sourcing,Order Released,20,425,7227.76
Pending,USA,Generic,384,38.4,100,12.54,09-06-2024,384,Invoice Generated,USA,Indian Export,Unknown,20,364,4815.36
Pending,Italy,Generic,308,77,250,3.29,,129,No Invoice,Italy,Indian Export,Order Released,40,268,1013.32
Under Review,Singapore,Health Bars,195,48.75,250,10.6,,129,No Invoice,Singapore,Local/Regional Sourcing,Order Pending,20,175,2067
Unknown,UK,Generic,70,14,200,5.57,07-06-2024,76,Invoice Generated,UK,Indian Export,Order Released,20,50,389.9
Unknown,Indie,Regular Nuts,432,85.5,500,16.655,15-06-2024,425,Invoice Generated,Indie,Indian Export,Order Released,40,392,7194.96
Approved,France,Generic,405,40.5,100,4.25,19-06-2024,410,Invoice Generated,France,Local/Regional Sourcing,Order Released,40,365,1721.25
Pending,Singapore,Generic,120,3,25,16.655,,129,Invoice Generated,Singapore,Indian Export,Order Released,40,80,1998.6
Unknown,USA,Generic,161,43.79,150,3.71,14-06-2024,160,Invoice Generated,USA,Indian Export,Order Released,40,121,597.31
Pending,South Korea,Regular Chips,270,6.75,25,6.37,07-06-2024,264,Invoice Generated,South Korea,Local/Regional Sourcing,Order Released,80,190,1719.9
Approved,USA,Generic,8,4,500,7.25,15-06-2024,7,Invoice Generated,USA,Indian Export,Order Released,8,0,58
Pending,Canada,Brand Chips,20,5,150,4.46,,129,Invoice Pending,Canada,Indian Export,Order Released,40,-20,89.2
Unknown,Italy,Brand Chips,171,4.28,25,7.55,,129,Invoice Pending,Italy,Indian Export,Order Pending,20,151,1291.05
Under Review,Singapore,Generic,200,20,150,4.82,19-06-2024,202,Invoice Generated,Singapore,Local/Regional Sourcing,Order Released,140,0,964
Pending,China,Regular Chips,184,13.8,75,4.64,15-06-2024,181,Invoice Generated,China,Local/Regional Sourcing,Order Released,80,104,853.76
Pending,France,Generic,539,15.4,200,16.655,,129,No Invoice,France,Local/Regional Sourcing,Order Released,40,425,8977.045
Pending,Japen,Generic,19,4.75,250,8.99,11-06-2024,22,Invoice Generated,Japen,Indian Export,Order Pending,40,-21,170.81
Pending,Mexico,Generic,60,4.5,75,7.22,11-06-2024,59,Invoice Generated,Mexico,Local/Regional Sourcing,Order Pending,20,40,433.2
Pending,Chine,Premium Chocolate,56,4.2,75,14.1,08-06-2024,51,Invoice Generated,Chine,Indian Export,Order Released,40,16,789.6
Unknown,UK,Jerky,10,1.5,150,16.655,18-06-2024,6,Invoice Generated,UK,Indian Export,Order Released,40,-30,166.55
Pending,USA,Regular Chips,70,17.5,150,1.6,,129,Invoice Pending,USA,Local/Regional Sourcing,Order Pending,40,30,112
Pending,Australaa,Generic,192,19.2,100,5.73,,129,Unknown,Australaa,Local/Regional Sourcing,Order Released,40,152,1100.16
Pending,Brazil,Generic,19,5.7,300,10.42,,129,Invoice Pending,Brazil,Indian Export,Order Pending,80,-61,197.98
Unknown,France,Generic,20,1.5,75,6.94,09-06-2024,25,Invoice Generated,France,Indian Export,Order Released,40,-20,138.8
Under Review,Australia,Generic,50,10,200,6.25,10-06-2024,55,Invoice Generated,Australia,Indian Export,Order Released,50,0,312.5
Pending,aouth Korea,Generic,184,36.8,200,6.99,,129,No Invoice,aouth Korea,Indian Export,Order Released,40,144,1286.16
Unknown,Mexico,Generic,26,13,500,4.35,07-06-2024,16,Invoice Generated,Mexico,Indian Export,Order Released,40,-14,113.1
Unknown,UK,Generic,217,85.5,500,9.49,,129,No Invoice,UK,Local/Regional Sourcing,Order Pending,40,177,2059.33
Unknown,France,Health Bars,132,17,100,11.36,,129,Invoice Pending,France,Indian Export,Order Released,80,52,1499.52
Unknown,Australia,Popcorn,184,55.2,300,3.18,10-06-2024,178,Invoice Generated,Australia,Indian Export,Order Released,40,144,585.12
Pending,China,Regular Chips,16,1.6,100,4.12,,129,No Invoice,China,Indian Export,Order Pending,20,-4,65.92
Pending,UK,Generic,16,1.2,75,5.12,11-06-2024,20,Invoice Generated,UK,Indian Export,Order Pending,80,-64,81.92
Pending,Australia,Regular Chips,87,21.75,250,2.1,,129,No Invoice,Australia,Indian Export,Order Released,80,7,182.7
Approved,Italy,Generic,102,30.6,300,5.81,,129,Invoice Pending,Italy,Local/Regional Sourcing,Order Pending,20,82,592.62
Approved,Australia,Premium Chocolate,14,15.4,100,16.655,11-06-2024,18,Invoice Generated,Australia,Indian Export,Order Pending,20,-6,233.17
Under Review,Singapore,Regular Nuts,294,15.4,500,13.31,18-06-2024,295,Invoice Generated,Singapore,Indian Export,Order Pending,40,254,3913.14
Approved,France,Premium Chocolate,480,72,150,15.29,12-06-2024,488,Invoice Generated,France,Indian Export,Order Released,40,425,7339.2
Unknown,Mexico,Generic,200,60,300,8.95,17-06-2024,193,Invoice Generated,Mexico,Indian Export,Order Released,40,160,1790
Pending,Brazil,Regular Chips,42,15.4,500,6.25,,129,Invoice Pending,Brazil,Indian Export,Order Released,42,0,262.5
Pending,France,Generic,93,46.5,500,2.25,08-06-2024,84,Invoice Generated,France,Local/Regional Sourcing,Order Released,80,13,209.25
Pending,South Korea,Generic,80,15.4,150,7.56,13-06-2024,72,Invoice Generated,South Korea,Indian Export,Order Released,40,40,604.8
Pending,South Korea,Premium Nuts,24,0.6,25,16.655,16-06-2024,19,Invoice Generated,South Korea,Indian Export,Order Released,24,0,399.72
Approved,China,Trail Mix,240,24,100,9.46,,129,No Invoice,China,Indian Export,Order Released,140,0,2270.4
Pending,Spain,Generic,15,3,200,2.47,18-06-2024,16,Invoice Generated,Spain,Indian Export,Unknown,40,-25,37.05
Approved,Brazil,Generic,132,33,250,1.78,09-06-2024,140,Invoice Generated,Brazil,Indian Export,Order Released,40,92,234.96
Approved,South Korea,Brand Chips,506,37.95,75,6.59,,129,Invoice Pending,South Korea,Indian Export,Order Released,40,425,3334.54
Under Review,Brazil,Brand Chips,125,37.5,300,6.83,13-06-2024,127,Invoice Generated,Brazil,Indian Export,Order Released,80,45,853.75
Pending,Germany,Jerky,90,18,200,16.655,17-06-2024,90,Invoice Generated,Germany,Local/Regional Sourcing,Pending,80,10,1498.95
Pending,Germany,Premium Chocolate,51,15.3,300,9.94,14-06-2024,44,Invoice Generated,Germany,Indian Export,Order Released,20,31,506.94
Pending,USA,Generic,352,15.4,150,9.83,,129,No Invoice,USA,Local/Regional Sourcing,Order Pending,140,0,3460.16
Pending,Japan,Trail Mix,36,18,150,6.25,,129,No Invoice,Japan,Indian Export,Order Pending,40,-4,225
Pending,Brazil,Generic,308,77,250,4.48,13-06-2024,305,Invoice Generated,Brazil,Indian Export,Order Released,80,228,1379.84
Pending,France,Generic,70,1.75,25,7.43,22-06-2024,73,Invoice Generated,France,Indian Export,Order Released,20,50,520.1
Pending,USA,Dried Fruit,200,15.4,250,6.25,10-06-2024,206,Invoice Generated,USA,Local/Regional Sourcing,Order Released,80,120,1250
Approved,UK,Generic,84,6.3,75,2.59,,129,Invoice Pending,UK,Indian Export,Order Pending,40,44,217.56
Pending,Brazil,Generic,65,13,200,2.14,,129,Invoice Pending,Brazil,Indian Export,Order Released,40,25,139.1
Pending,China,Generic,40,20,500,4.22,20-06-2024,48,Invoice Generated,China,Indian Export,Order Pending,40,0,168.8
Pending,Italy,Generic,232,69.6,300,8.2,20-06-2024,236,Invoice Generated,Italy,Local/Regional Sourcing,Order Pending,140,0,1902.4
Pending,Singapore,Generic,91,9.1,100,5.85,11-06-2024,99,Invoice Generated,Singapore,Indian Export,Order Pending,40,51,532.35
Unknown,Australia,Generic,76,8.25,250,6.96,11-06-2024,76,Invoice Generated,Australia,Indian Export,Order Released,80,-4,528.96
Pending,Japan,Generic,108,16.2,150,6.25,,129,No Invoice,Japan,Indian Export,Order Pending,40,68,675
Approved,USA,Generic,132,3.3,300,6.44,,129,Invoice Pending,USA,Local/Regional Sourcing,Order Released,40,92,850.08
Under Review,Australia,Premium Nuts,200,30,150,16.655,18-06-2024,200,Invoice Generated,Australia,Indian Export,Unknown,140,0,3331
Under Review,South Korea,Generic,328,16.4,50,10.82,20-06-2024,333,Invoice Generated,South Korea,Local/Regional Sourcing,Order Released,40,288,3548.96
Under Review,Australia,Premium Chocolate,13,0.65,50,12.05,,129,No Invoice,Australia,Indian Export,Order Pending,40,-27,156.65
Approved,Australia,Premium Chips,12,3.6,150,10.61,12-06-2024,4,Invoice Generated,Australia,Local/Regional Sourcing,Order Released,20,-8,127.32
Unknown,Australia,Generic,132,13.2,100,8.42,21-06-2024,134,Invoice Generated,Australia,Indian Export,Order Pending,40,92,1111.44
Under Review,China,Regular Chips,38,9.5,250,3.8,,129,Invoice Pending,China,Local/Regional Sourcing,Order Pending,40,-2,144.4
Under Review,India,Generic,60,9,150,7.05,08-06-2024,53,Invoice Generated,India,Indian Export,Unknown,60,0,423
Unknown,South Korea,Popcorn,203,15.4,250,4.4,,129,No Invoice,South Korea,Local/Regional Sourcing,Order Released,40,163,893.2
Pending,USA,Generic,9,0.68,150,5.94,19-06-2024,16,Invoice Generated,USA,Indian Export,Order Released,40,-31,53.46
Pending,Singapore,Regular Chips,132,19.5,100,3.53,,129,No Invoice,Singapore,Indian Export,Order Pending,40,92,465.96
Pending,Spain,Generic,372,9.3,25,5.36,13-06-2024,369,Invoice Generated,Spain,Indian Export,Order Released,80,292,1993.92
Unknown,Japan,Popcorn,430,10.75,25,4.73,15-06-2024,428,Invoice Generated,Japan,Indian Export,Order Released,20,410,2033.9
